number,draws,occurrences,draws_hit,full_rate,baseline,z_score,p_value_normal,bh_q_value,rate_30,rate_90,rate_365,rate_1095,current_gap_draws
928,7524,150,150,0.019936204146730464,0.022748762178548265,-1.6362282463239708,0.10179182687627489,0.880188878066903,0.03333333333333333,0.011111111111111112,0.021917808219178082,0.0228310502283105,1
929,7524,165,163,0.02166400850611377,0.022748762178548265,-0.6310641697209107,0.5279985676852266,0.9371331300381368,0.03333333333333333,0.022222222222222223,0.010958904109589041,0.012785388127853882,17
930,7524,176,175,0.023258904837852205,0.022748762178548265,0.2967795932972965,0.7666347861238751,0.9488054283711327,0.03333333333333333,0.022222222222222223,0.038356164383561646,0.023744292237442923,25
931,7524,172,171,0.022727272727272728,0.022748762178548265,-0.012501661042105249,0.9900253774956238,0.9900253774956238,0.03333333333333333,0.044444444444444446,0.024657534246575342,0.0228310502283105,10
932,7524,183,181,0.024056353003721425,0.022748762178548265,0.760701474806402,0.44683539373331865,0.9251250387853388,0.03333333333333333,0.022222222222222223,0.01643835616438356,0.030136986301369864,9
933,7524,151,148,0.019670388091440724,0.022748762178548265,-1.7908688734936726,0.07331433968759271,0.880188878066903,0.03333333333333333,0.022222222222222223,0.030136986301369864,0.024657534246575342,28
934,7524,176,174,0.023125996810207338,0.022748762178548265,0.21945927971244755,0.8262922967566596,0.9619235119402324,0.03333333333333333,0.03333333333333333,0.024657534246575342,0.019178082191780823,18
935,7524,157,152,0.020202020202020204,0.022748762178548265,-1.481587619154269,0.13845005533176702,0.880188878066903,0.0,0.0,0.00821917808219178,0.0182648401826484,195
936,7524,158,156,0.02073365231259968,0.022748762178548265,-1.1723063648148673,0.24107407714027862,0.9136596251577292,0.06666666666666667,0.03333333333333333,0.0273972602739726,0.026484018264840183,5
937,7524,167,166,0.022062732589048378,0.022748762178548265,-0.3991032289663599,0.6898171431586075,0.9444399839638302,0.0,0.011111111111111112,0.01643835616438356,0.028310502283105023,40
938,7524,167,164,0.021796916533758637,0.022748762178548265,-0.5537438561360618,0.5797541566127147,0.9444399839638302,0.1,0.044444444444444446,0.038356164383561646,0.024657534246575342,0
939,7524,188,185,0.024587985114300905,0.022748762178548265,1.0699827291458057,0.28462708273836373,0.9157596050401668,0.03333333333333333,0.044444444444444446,0.021917808219178082,0.024657534246575342,27
940,7524,178,177,0.023524720893141945,0.022748762178548265,0.4514202204669983,0.6516867125447903,0.9444399839638302,0.03333333333333333,0.022222222222222223,0.021917808219178082,0.02009132420091324,2
941,7524,162,161,0.02139819245082403,0.022748762178548265,-0.7857047968906126,0.4320404523133071,0.9251250387853388,0.03333333333333333,0.03333333333333333,0.021917808219178082,0.021004566210045664,11
942,7524,158,158,0.02099946836788942,0.022748762178548265,-1.0176657376451654,0.30883683508398074,0.9157596050401668,0.0,0.011111111111111112,0.021917808219178082,0.023744292237442923,71
943,7524,181,181,0.024056353003721425,0.022748762178548265,0.760701474806402,0.44683539373331865,0.9251250387853388,0.03333333333333333,0.011111111111111112,0.021917808219178082,0.025570776255707764,12
944,7524,160,159,0.02113237639553429,0.022748762178548265,-0.9403454240603144,0.34704040673140024,0.9157596050401668,0.03333333333333333,0.011111111111111112,0.021917808219178082,0.02009132420091324,2
945,7524,163,161,0.02139819245082403,0.022748762178548265,-0.7857047968906126,0.4320404523133071,0.9251250387853388,0.03333333333333333,0.03333333333333333,0.030136986301369864,0.021917808219178082,25
946,7524,187,185,0.024587985114300905,0.022748762178548265,1.0699827291458057,0.28462708273836373,0.9157596050401668,0.06666666666666667,0.03333333333333333,0.021917808219178082,0.0273972602739726,1
947,7524,152,152,0.020202020202020204,0.022748762178548265,-1.481587619154269,0.13845005533176702,0.880188878066903,0.0,0.022222222222222223,0.01643835616438356,0.0182648401826484,42
